DateTime,open,high,low,close,Adj Close,volume,close_sma,bb,rsi
15-10-2010,299.934937,301.121124,296.0961,301.026031,301.026031,29619900,1.117718665,0.139428149,84.08412809
18-10-2010,300.575562,310.155151,300.575562,309.164154,309.164154,14182200,1.13430329,0.201704762,86.1184741
19-10-2010,304.729736,307.717712,301.73172,304.219208,304.219208,9166600,1.104550093,0.228336677,79.47144637
20-10-2010,304.374359,308.998993,304.054047,304.294281,304.294281,7043100,1.093160536,0.243587476,79.49731948
21-10-2010,306.061066,308.308319,303.303314,306.3013,306.3013,5835100,1.088298682,0.252990408,80.21523549
22-10-2010,306.266266,307.717712,305.330322,306.571564,306.571564,4507600,1.076923045,0.252512028,80.31519303
25-10-2010,308.103088,312.682678,307.792786,308.558563,308.558563,6310400,1.073352614,0.256257586,81.07233252
26-10-2010,306.856842,310.925934,305.820831,309.609619,309.609619,5020700,1.065841628,0.252581245,81.47816029
27-10-2010,308.193207,310.310303,306.471466,308.543549,308.543549,4479300,1.050988398,0.237870661,79.61359985
28-10-2010,310.335327,310.810822,306.95697,309.599609,309.599609,4364200,1.044130189,0.221408559,80.09943421
29-10-2010,308.843842,309.809814,306.801788,307.157166,307.157166,4552000,1.026626986,0.197807468,75.61140651
01-11-2010,308.173187,310.640656,305.910919,307.8078,307.8078,6168000,1.019831609,0.167837917,75.99722631
02-11-2010,309.644653,310.310303,307.597595,308.108093,308.108093,3991200,1.012158683,0.126493561,76.1844888
03-11-2010,309.059052,311.226227,307.057068,310.400391,310.400391,6754200,1.01028608,0.032480401,77.61985532
04-11-2010,312.632629,315.275269,311.361359,312.447449,312.447449,7134400,1.014255654,0.028261497,78.84599317
05-11-2010,311.901917,313.058044,310.865875,312.852844,312.852844,3527800,1.014703765,0.032365709,79.09031197
08-11-2010,312.322327,315.060059,311.876892,313.6987,313.6987,4198300,1.015217665,0.033335614,79.61922904
09-11-2010,315.315308,315.740753,310.565552,312.722717,312.722717,4469900,1.010091104,0.030795508,77.19290978
10-11-2010,311.351349,311.811798,309.064056,311.75174,311.75174,4989000,1.005690213,0.029096161,74.75225885
11-11-2010,310.160156,310.235229,307.412415,308.9039,308.9039,4518600,0.995968013,0.026764952,67.96485088
12-11-2010,307.302307,308.758759,300.905914,301.94696,301.94696,6779200,0.975022066,0.038127918,54.86022631
15-11-2010,301.841827,302.302307,297.322327,298.03302,298.03302,6950800,0.96496009,0.054521532,49.12177317
16-11-2010,296.676666,299.244232,292.017029,292.152161,292.152161,6608100,0.949518716,0.078297146,42.01107386
17-11-2010,292.792786,295.045044,290.975983,292.067078,292.067078,4880100,0.953121543,0.094006942,41.916535
18-11-2010,294.7948,300.290283,294.574585,298.578583,298.578583,5174800,0.976323263,0.097753727,51.00378331
19-11-2010,298.798798,299.244232,295.465454,295.710724,295.710724,4590400,0.969685436,0.10338635,47.48043432
22-11-2010,294.029022,297.017029,291.666656,295.905914,295.905914,4368800,0.973106706,0.107275095,47.74501944
23-11-2010,293.798798,294.799805,289.389404,291.796783,291.796783,4320800,0.963805325,0.112631269,42.85083146
24-11-2010,293.948944,298.598602,293.818817,297.782776,297.782776,4788000,0.986991883,0.108222344,50.76801667
26-11-2010,295.525513,296.786774,293.793793,295.295288,295.295288,2619500,0.982832533,0.102367814,47.80429588
29-11-2010,294.879883,295.19519,290.265259,291.346344,291.346344,5713600,0.974869665,0.094610421,43.46616111
30-11-2010,287.447449,287.447449,276.931946,278.133148,278.133148,14220500,0.938415175,0.105238417,32.75520906
01-12-2010,281.781769,286.071075,281.481476,282.457458,282.457458,7500600,0.959781239,0.099341777,38.1287357
02-12-2010,284.614624,286.951965,282.957947,286.196198,286.196198,5090700,0.977874845,0.086682278,42.41338644
03-12-2010,285.01001,288.528534,284.284271,286.786774,286.786774,5257100,0.983531743,0.081597509,43.08388355
06-12-2010,290.575562,291.29129,288.593597,289.469482,289.469482,4183400,0.994818943,0.078201859,46.15103367
07-12-2010,295.930939,296.796783,293.293304,293.863861,293.863861,6078300,1.009496917,0.078748607,50.82566199
08-12-2010,296.281281,296.556549,292.137146,295.565552,295.565552,3510200,1.014471795,0.08021779,52.54369502
09-12-2010,297.237244,298.088074,294.7948,296.046051,296.046051,3734000,1.016752304,0.077650239,53.04257233
10-12-2010,296.866852,297.292297,295.44043,296.401398,296.401398,3405900,1.017800272,0.078217917,53.43244974
13-12-2010,298.858856,301.801788,297.342346,297.607605,297.607605,4792200,1.021515852,0.079774588,54.80420208
14-12-2010,298.843842,299.444458,296.53653,297.752747,297.752747,3283300,1.020523828,0.082830224,54.97606876
15-12-2010,297.3974,298.523529,294.869873,295.445435,295.445435,4331000,1.013195468,0.080986173,51.61579878
16-12-2010,296.72171,297.18219,294.329315,296.151154,296.151154,3190600,1.01540277,0.081548666,52.57069769
17-12-2010,295.795807,296.576569,294.12912,295.695709,295.695709,6168000,1.012762429,0.08267465,51.85936975
20-12-2010,297.62262,299.239227,294.624634,297.82782,297.82782,3942600,1.01517365,0.065692384,54.93360766
21-12-2010,299.584595,302.662659,299.104095,301.836823,301.836823,3755200,1.024007123,0.057407023,60.09392038
22-12-2010,302.302307,303.803802,301.941956,303.048035,303.048035,2412500,1.023934857,0.054252369,61.52724634
23-12-2010,302.972961,303.303314,301.316315,302.417419,302.417419,2219300,1.017964043,0.046302022,60.31261752
27-12-2010,301.671661,302.1922,300.050049,301.491486,301.491486,2413700,1.011922299,0.038772163,58.48689843
28-12-2010,301.326324,302.237244,299.304291,299.759766,299.759766,2127400,1.00468985,0.036006465,55.1259295
29-12-2010,301.3013,301.5065,299.759766,300.800812,300.800812,2036300,1.006917063,0.035275696,56.73551616
30-12-2010,299.299286,300.965973,298.993988,299.729736,299.729736,1977000,1.002448744,0.033912602,54.5668974
31-12-2010,298.668671,299.509521,296.31131,297.282288,297.282288,3075500,0.994054045,0.033171396,49.87558779
03-01-2011,298.538544,303.098083,298.538544,302.477478,302.477478,4725600,1.010250689,0.034614022,58.10865696
04-01-2011,303.113098,303.393402,300.360352,301.361359,301.361359,3645300,1.005657179,0.034610582,55.98125832
05-01-2011,300.335327,305.470459,300.325317,304.839844,304.839844,5059500,1.014992221,0.035015973,60.79826892
06-01-2011,305.64566,309.524536,305.330322,307.057068,307.057068,4111400,1.019729766,0.038223391,63.5372763
07-01-2011,308.263275,309.434448,305.370361,308.528534,308.528534,4198100,1.021506894,0.040312058,65.27147798
10-01-2011,307.707703,308.002991,304.584595,307.412415,307.412415,3155200,1.015509693,0.040942723,62.83048862
11-01-2011,309.164154,309.709717,307.557556,308.313324,308.313324,2875700,1.016931709,0.04487375,64.00077121
12-01-2011,309.984985,309.984985,307.692688,308.743744,308.743744,3262100,1.016986703,0.048612382,64.57464229
13-01-2011,308.793793,310.145142,307.38739,308.653656,308.653656,2665300,1.015200378,0.051209448,64.34344399
14-01-2011,309.009003,312.447449,308.848846,312.402405,312.402405,4726400,1.024903261,0.057330522,69.27338224
18-01-2011,313.343353,321.316315,312.947937,320.135132,320.135132,7226700,1.045281233,0.07378559,76.49320459
19-01-2011,321.381378,321.801788,315.145142,316.191193,316.191193,6805300,1.028711328,0.077657967,67.74941857
20-01-2011,316.421417,317.357361,311.95697,313.6987,313.6987,10960600,1.01729974,0.074868675,62.8591406
21-01-2011,320.110107,321.186188,305.985992,306.221222,306.221222,17790900,0.990998927,0.064022843,50.97226349
24-01-2011,304.089081,306.551544,300.915924,305.845856,305.845856,9189200,0.989014085,0.060771117,50.45644082
25-01-2011,304.404419,310.65567,303.563568,310.265259,310.265259,7286300,1.00124594,0.053699669,56.09046486
26-01-2011,310.475464,311.556549,307.947937,308.558563,308.558563,4072100,0.994885525,0.050852528,53.55750071
27-01-2011,309.254242,310.160156,306.931946,308.703705,308.703705,4034300,0.994976179,0.049931803,53.7487874
28-01-2011,309.844849,310.490479,300.180176,300.795807,300.795807,8453700,0.971217394,0.059018027,43.28751611
31-01-2011,302.102112,302.537537,298.073059,300.480469,300.480469,5604100,0.97175278,0.066395581,42.92870694
01-02-2011,302.547546,306.981995,301.856842,305.825836,305.825836,5485100,0.989608316,0.067348906,50.4295433
02-02-2011,305.805817,307.477478,304.069061,306.306305,306.306305,3517800,0.991721753,0.068001637,51.0522694
03-02-2011,305.045044,306.031036,303.368378,305.380371,305.380371,2987200,0.989472895,0.069043886,49.75505809
04-02-2011,305.380371,306.026031,303.608612,305.795807,305.795807,3098400,0.992336263,0.068333349,50.36445084
07-02-2011,305.385376,309.504517,304.909912,307.452454,307.452454,3595600,1.00065391,0.053170938,52.82174606
08-02-2011,307.772766,310.125122,307.562561,309.499512,309.499512,3386400,1.00888587,0.043450969,55.73771684
09-02-2011,308.743744,310.035034,306.476471,308.558563,308.558563,3681300,1.007023854,0.036394252,54.08300365
10-02-2011,307.257263,309.059052,306.08609,308.528534,308.528534,4664100,1.006384542,0.037051826,54.02787835
11-02-2011,307.202209,312.812805,306.806793,312.562561,312.562561,5174600,1.017950046,0.04193139,59.93573473
14-02-2011,311.981995,315.135132,310.330322,314.389404,314.389404,4251700,1.022918308,0.047610073,62.29860517
15-02-2011,313.973969,315.360352,311.861847,312.38739,312.38739,4179800,1.015500791,0.050391229,58.24455931
16-02-2011,313.128143,313.563568,311.361359,312.422424,312.422424,3364600,1.014738473,0.052791782,58.29570375
17-02-2011,310.935944,313.938934,310.450439,312.942932,312.942932,2954600,1.013572711,0.04846919,59.09730729
18-02-2011,313.313324,315.905914,312.402405,315.355347,315.355347,6429300,1.01788336,0.043005043,62.67789451
22-02-2011,310.325317,312.777771,304.189178,305.4104,305.4104,7272500,0.985878138,0.043487545,45.1364634
23-02-2011,305.470459,307.657654,302.302307,305.965973,305.965973,5773400,0.987749062,0.043828622,46.04492436
24-02-2011,306.001007,306.851837,300.975983,304.714722,304.714722,5417900,0.983860669,0.044675735,44.26708946
25-02-2011,306.236237,307.667664,305.055054,305.325317,305.325317,3860900,0.985939136,0.045196607,45.37547494
28-02-2011,305.305298,308.553558,304.309296,307.007019,307.007019,4558400,0.991471457,0.045486254,48.41815612
01-03-2011,309.199188,309.919922,299.949951,300.680695,300.680695,6639700,0.973020164,0.054525686,39.5037206
02-03-2011,300.200195,303.303314,297.892883,300.695709,300.695709,4049300,0.974840498,0.061320751,39.53217436
03-03-2011,303.4935,306.051056,302.802795,305.085083,305.085083,3886700,0.989859937,0.062391664,47.33143285
04-03-2011,304.469482,304.7948,300.400391,300.610596,300.610596,6015900,0.978051401,0.065272554,41.46071632
07-03-2011,300.575562,302.147156,293.793793,296.126129,296.126129,6918400,0.967567632,0.070296603,36.56556609
08-03-2011,296.761749,299.289276,295.395386,296.451447,296.451447,4565200,0.972246602,0.073452454,37.14532674
09-03-2011,295.795807,297.552551,293.168182,296.181183,296.181183,4297600,0.975070034,0.073820224,36.84405673
10-03-2011,293.013,293.603607,290.015015,290.44043,290.44043,6249900,0.961257189,0.078845094,31.07809835
11-03-2011,289.399414,290.290283,286.951965,288.643646,288.643646,6057900,0.961381338,0.075823354,29.52089518
14-03-2011,286.686676,289.434448,284.294281,285.280273,285.280273,5626500,0.95475138,0.089195446,26.81261349
15-03-2011,279.029022,285.785797,278.028015,285.065063,285.065063,8003100,0.958821774,0.096994744,26.64417602
16-03-2011,284.289276,285.180176,275.915924,278.828827,278.828827,7589400,0.943715155,0.112479471,22.27699713
17-03-2011,282.522522,284.78479,280.550537,280.960968,280.960968,5792800,0.956565896,0.117196539,26.70060999
18-03-2011,282.6026,284.279266,280.150146,280.810822,280.810822,6590600,0.96218438,0.114542798,26.58585786
21-03-2011,285.395386,290.190186,284.7948,288.538544,288.538544,6035700,0.991609852,0.110230455,40.70950993
22-03-2011,288.92392,289.904907,286.541534,288.948944,288.948944,3770000,0.995891961,0.104219888,41.35477842
23-03-2011,287.882874,291.51651,286.286285,291.371368,291.371368,3628700,1.007643018,0.087863905,45.14936585
24-03-2011,293.007996,294.489502,289.689697,293.738739,293.738739,4193200,1.017557332,0.078674215,48.64642864
25-03-2011,293.733734,293.748749,289.909912,290.160156,290.160156,5711000,1.006646587,0.073748796,44.0722182
28-03-2011,291.326324,292.787781,287.642639,287.967957,287.967957,4432300,1.001145903,0.066794053,41.49799691
29-03-2011,288.2883,291.236237,286.791779,291.156158,291.156158,3206300,1.013494656,0.060069744,46.40126779
30-03-2011,292.482483,293.04303,290.580566,291.211212,291.211212,2841700,1.013492064,0.060680157,46.48467838
31-03-2011,291.791779,294.374359,291.161163,293.673676,293.673676,4054700,1.020785682,0.064646355,50.2164751
01-04-2011,294.674683,297.892883,294.674683,296.196198,296.196198,5221100,1.026771003,0.070374114,53.77269168
04-04-2011,296.796783,297.667664,291.841827,294.134125,294.134125,4104800,1.017338265,0.071619043,50.59119652
05-04-2011,290.830841,291.036041,283.123108,284.829834,284.829834,12082900,0.983698585,0.06233814,39.29422266
06-04-2011,286.376373,287.867859,284.284271,287.37738,287.37738,5331200,0.990928387,0.053810083,43.04436137
07-04-2011,288.153168,290.610596,287.382385,290.290283,290.290283,5057900,0.998640992,0.040647054,47.07062963
08-04-2011,292.737732,292.737732,289.319305,289.369354,289.369354,3799700,0.995269677,0.040149062,45.96433259
11-04-2011,288.388397,289.339325,286.786774,288.973969,288.973969,3712600,0.993903662,0.040133778,45.4702182
12-04-2011,287.787781,288.743744,284.309296,285.590576,285.590576,4167000,0.983663727,0.044023439,41.37170014
13-04-2011,288.04303,289.089081,286.161163,288.428436,288.428436,4134600,0.994737788,0.042514366,45.78574284
14-04-2011,287.882874,290.015015,286.336334,289.544556,289.544556,10901600,0.998738543,0.04253654,47.46112769
15-04-2011,272.917908,273.148163,265.295288,265.615601,265.615601,28059300,0.92127301,0.096963019,27.69823018
18-04-2011,263.47348,264.094086,259.759766,263.683685,263.683685,10069500,0.920839682,0.130852164,26.7304687
19-04-2011,265.240234,265.705719,260.710724,261.026031,261.026031,5362800,0.918474245,0.158755826,25.41494014
20-04-2011,263.213226,263.673676,260.955963,263.128143,263.128143,6113800,0.933034051,0.17240623,28.41584819
21-04-2011,264.009003,264.404419,261.456451,262.812805,262.812805,4935200,0.939862772,0.17753282,28.23234108
25-04-2011,262.887878,263.763763,261.266266,262.787781,262.787781,3258300,0.947358906,0.179091815,28.21676836
26-04-2011,263.523529,268.988983,262.867859,266.676666,266.676666,6993000,0.965893524,0.181421662,34.28337768
27-04-2011,269.269257,269.32431,267.442444,269.149139,269.149139,4592200,0.979467768,0.177960362,37.87804948
28-04-2011,269.299286,269.894897,267.307312,269.254242,269.254242,3996000,0.985237587,0.168311292,38.0332207
29-04-2011,270.270264,272.322327,269.524536,272.322327,272.322327,8448500,1.000923766,0.155834302,42.54483655
02-05-2011,273.123108,273.138153,268.828827,269.549561,269.549561,4263100,0.995810686,0.140556772,39.72958181
03-05-2011,268.833832,271.276276,265.080078,267.212219,267.212219,4158800,0.991986583,0.127510739,37.47822867
04-05-2011,267.852844,269.769775,266.776764,268.163177,268.163177,4229700,1.000895391,0.101039208,38.99295228
05-05-2011,267.197205,269.97998,266.016022,267.402405,267.402405,3991600,1.003982502,0.047321229,38.19570235
06-05-2011,269.34433,271.001007,267.857849,267.917908,267.917908,4108000,1.005297284,0.047559825,39.10426856
09-05-2011,267.767761,269.514526,265.815826,269.1091,269.1091,3893500,1.008300763,0.046931146,41.2533662
10-05-2011,270.270264,272.487488,269.039032,271.601593,271.601593,4081700,1.014767534,0.043208778,45.58105733
11-05-2011,270.340332,272.047058,267.112122,267.992981,267.992981,4672900,0.999986628,0.03888333,40.88505036
12-05-2011,267.887878,268.738739,265.720734,267.792786,267.792786,2893700,0.997915086,0.032465378,40.63493427
13-05-2011,267.572571,268.228241,264.789795,265.040039,265.040039,4213100,0.987065386,0.027020131,37.25962681
16-05-2011,263.418427,263.898895,258.458466,259.469482,259.469482,5910400,0.968175655,0.04383617,31.54863699
17-05-2011,257.972961,265.875885,257.772766,265.495483,265.495483,6600500,0.991626512,0.044597263,41.91957284
18-05-2011,265.035034,265.43042,263.113098,265.170166,265.170166,3902400,0.991491755,0.04519692,41.55355164
19-05-2011,266.631622,268.538544,265.125122,265.8909,265.8909,4932400,0.995897274,0.040741739,42.74629208
20-05-2011,266.166168,266.261261,261.826813,262.277283,262.277283,4630300,0.984277442,0.043089696,38.50360496
23-05-2011,258.558563,260.260254,256.95697,259.454468,259.454468,4595400,0.975712969,0.050801364,35.53644149
24-05-2011,260.445435,262.242249,259.33432,259.389404,259.389404,3796200,0.977772684,0.055789605,35.46859505
25-05-2011,258.92392,261.646637,258.883881,260.095093,260.095093,2600500,0.982365597,0.058556439,36.87627221
26-05-2011,259.1091,261.32132,257.757751,259.32431,259.32431,4232700,0.981730431,0.060664333,35.95374426
27-05-2011,259.499512,261.156158,258.408417,260.710724,260.710724,3488100,0.98922554,0.058344522,38.91393803
31-05-2011,262.762756,264.789795,262.012024,264.77478,264.77478,5369200,1.006508231,0.048124457,46.69198151
01-06-2011,264.284271,266.866852,262.917908,263.063049,263.063049,5905800,1.001341704,0.043484678,44.14253434
02-06-2011,264.049042,265.415405,261.501495,264.294281,264.294281,4404500,1.006986209,0.038640759,46.40917771
03-06-2011,261.261261,264.064056,261.011017,261.801788,261.801788,3493500,0.998369427,0.037147486,42.6371979
06-06-2011,262.032043,263.673676,259.884888,260.790802,260.790802,3880300,0.994156266,0.035843255,41.17536146
07-06-2011,261.706696,262.577576,259.754761,259.77478,259.77478,3811300,0.991828076,0.034502957,39.70214438
08-06-2011,258.523529,260.88089,258.148163,259.844849,259.844849,3303400,0.993538519,0.032475502,39.86194783
09-06-2011,260.260254,260.260254,258.078064,258.623627,258.623627,3374800,0.990835673,0.028625458,37.97303052
10-06-2011,257.297302,258.603607,254.899902,255.01001,255.01001,4874900,0.978938076,0.036603165,32.99124205
13-06-2011,255.255249,255.355362,251.336334,252.617615,252.617615,4849700,0.971575486,0.048160795,30.16928445
14-06-2011,254.32933,257.297302,253.748749,254.439438,254.439438,4678300,0.979914801,0.053059436,34.74662056
15-06-2011,252.767761,254.429428,250.555557,251.72673,251.72673,4142400,0.971704353,0.061726498,31.44174919
16-06-2011,251.656662,253.538544,248.583588,250.43544,250.43544,5508400,0.969094915,0.070732778,29.97998017
17-06-2011,253.343338,253.598602,242.642639,242.752747,242.752747,10480300,0.944051589,0.093852247,23.0991306
20-06-2011,242.742737,243.358353,239.854858,242.532532,242.532532,6051100,0.949058935,0.104943765,22.93662871
21-06-2011,243.838837,247.217224,242.607605,246.74675,246.74675,5525200,0.969973284,0.105596411,32.69475564
22-06-2011,245.970978,246.421417,243.608612,243.748749,243.748749,4809300,0.963747823,0.104921922,29.80350793
23-06-2011,241.306305,241.671677,237.102097,240.350357,240.350357,9593700,0.956103406,0.109442134,26.89962071
24-06-2011,240.580582,240.615616,236.74675,237.677673,237.677673,7603500,0.951721884,0.115149306,24.84902284
27-06-2011,237.237244,244.444443,237.037033,241.641647,241.641647,6882500,0.972639145,0.110946625,33.00614859
28-06-2011,242.252258,248.353348,242.252258,247.072067,247.072067,5424700,0.998162841,0.098949462,42.2534658
29-06-2011,248.518524,250.375381,246.436432,249.034027,249.034027,4681300,1.008880931,0.086343147,45.19672644
30-06-2011,251.246246,253.588593,251.001007,253.443451,253.443451,4851900,1.027209938,0.083810696,51.2149208
01-07-2011,253.623627,260.850861,253.443451,260.775787,260.775787,7266100,1.054437631,0.09970435,59.23212527
05-07-2011,262.912903,267.967957,262.912903,266.486481,266.486481,7690700,1.073792451,0.124736168,64.17073852
06-07-2011,267.017029,269.524536,266.786774,267.947937,267.947937,5385800,1.074663973,0.148411642,65.32829885
07-07-2011,270.770782,275.615601,268.208221,273.573578,273.573578,7863100,1.090001642,0.177996314,69.42341072
08-07-2011,266.74173,269.094086,263.898895,266.261261,266.261261,9530800,1.053816688,0.183087818,59.57390634
11-07-2011,264.35434,268.25827,263.013,263.9039,263.9039,5672900,1.038214045,0.181554108,56.77725338
12-07-2011,264.34433,269.97998,263.263275,267.272278,267.272278,5676700,1.045435625,0.184614184,59.68919949
13-07-2011,268.768768,272.272278,268.508514,269.399414,269.399414,5574800,1.046257794,0.183304437,61.45521969
14-07-2011,269.829834,271.271271,263.628632,264.734741,264.734741,13285700,1.021233775,0.168303339,55.69305201
15-07-2011,299.049042,300.425415,294.374359,299.1091,299.1091,27436700,1.134629664,0.203646862,74.59594431
18-07-2011,296.541534,301.326324,296.296295,297.767761,297.767761,8927600,1.112621149,0.21805992,73.28210281
19-07-2011,298.368378,302.642639,298.063049,301.576569,301.576569,5929000,1.110695604,0.232860254,74.64757386
20-07-2011,301.391388,301.716705,297.972961,297.972961,297.972961,4451100,1.083474658,0.23065582,70.95284008
21-07-2011,297.312317,304.33432,297.302307,303.798798,303.798798,6932000,1.090397468,0.233486816,73.25734405
22-07-2011,302.997986,310.060059,302.437439,309.424438,309.424438,7049300,1.096908256,0.244578457,75.29554654
25-07-2011,306.987,313.018005,306.806793,309.799805,309.799805,6256900,1.086324623,0.253013689,75.43010621
26-07-2011,309.33432,314.064056,308.918915,311.571564,311.571564,4681100,1.080729017,0.257415617,76.09204128
27-07-2011,308.898895,310.785797,302.677673,303.91391,303.91391,7860900,1.046302211,0.254467619,67.61349708
28-07-2011,302.897888,308.298309,301.801788,305.775787,305.775787,6210500,1.042581368,0.23950588,68.53161084
29-07-2011,302.417419,307.787781,302.147156,302.147156,302.147156,8266500,1.020702324,0.211447722,64.68304099
01-08-2011,305.915924,308.058044,299.889893,303.68869,303.68869,7924200,1.016973544,0.181338854,65.56768719
02-08-2011,303.303314,305.140137,296.081085,296.49649,296.49649,6394700,0.986494793,0.145095497,58.23799018
03-08-2011,297.432434,301.801788,292.107117,300.885895,300.885895,7643700,0.992571413,0.059814507,61.0963389
04-08-2011,297.547546,299.724731,289.024017,289.049042,289.049042,9819300,0.955789307,0.076039633,50.96588948
05-08-2011,291.561554,295.295288,281.281281,289.809814,289.809814,11846300,0.960109542,0.086429301,51.52225332
08-08-2011,281.771759,284.78479,272.447449,273.283295,273.283295,14978200,0.911461322,0.131217966,40.71477863
09-08-2011,280.780792,287.59259,270.775787,286.992004,286.992004,12926400,0.959693509,0.138782799,50.07066637
10-08-2011,280.970978,282.342346,274.13913,274.779785,274.779785,10728400,0.925269539,0.161519556,43.48683016
11-08-2011,277.187195,284.534546,274.479492,281.346344,281.346344,9651500,0.953822754,0.163938096,47.48539122
12-08-2011,285.035034,285.535522,280.480469,282.167175,282.167175,6302200,0.963049747,0.16051519,47.98086171
15-08-2011,276.992004,282.777771,273.298309,278.89389,278.89389,14275500,0.959521864,0.152213491,46.11245812
16-08-2011,276.491486,276.49649,265.415405,269.769775,269.769775,13864900,0.935984426,0.161255836,41.28631313
17-08-2011,270.285278,272.117126,265.650665,266.841827,266.841827,8150000,0.934845907,0.164565305,39.84514453
18-08-2011,261.997009,262.707703,250.495499,252.692688,252.692688,12568800,0.896369265,0.191465798,33.719627
